franco,arabic,english,source,annotator,verified,collected_at
انا مش انا 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
أنا علفكره بسمعها عادي وعند 13 س عادي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
مين معايا 2026 سمعتها كثير لكن اول مرة احسها,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
الله أجمل فلم الفرح 2026/3/24,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
احنا في 2026معقول في حد بيسمعها 😢,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
انا 2026 ونسمع فيها شهر 3,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
طب احنا في 2026 حد لسه بيسمعها ؟❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
ياعم عبد الباسط احنا في 2026 ولسة بنسمع الاغنية,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
مين يسمعها في 2026يجي جنبي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
❤تحياتي من تونس 🇹🇳 2026 مارس 🇹🇳,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
2026 وبعدها من احلى الاغاني,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
من السعودية 🇸🇦 2026🔥.,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
مين 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
احنا ب 2026 ولسا بنسمعها,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
الله وكيلكم بسمعها ف الـ2026 وكأني اول مره اسمعها💔,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
مين جاى من 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
أنا بسمعه الفين 2026😂,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
مين بيسمعها في 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
"23/2/2026
تحياتي من الأردن ❤",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
تحية لمصر من تونس 2026❤❤❤❤❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
أنا في2026 وبسمعها للان 😊,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
تسجيل دخول 2026 ❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
17/2/2026والله قد ما مهمة هالاهنية  ليوم لفهمتها انها بنفسي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
حد بيسمع 2035،❤❤؟,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:47.224453
اللي بيسمعها فى 2026ولسه متجوزش ييجي جنبي يقلي اي اللي مزعلو❤😅,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.001880
الي يسمعها في 2026 يجي جنبي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.001880
أنا سمعتها 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.001880
2026والاغنيه ماعايزه تطلع من راسي ❤️❤️من السودان تحيا مصر أم الفن والدنيا🌹🌹🌹🌹🌹,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
مين بيسمعها في 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
من 2000 ل 2010 ذروة ابداع السينما المصرية,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
اسمعها ب2026😊,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
2026تونس,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
حد جي من 2028,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
صديق الطفولة ❤❤ ‏‪0:37‬‏,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
الي بيسمعها 2027 يسلملي علا نفسي😂,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
الي سامعه 2026 يصف جنبي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
"2026 
من سورياا❤",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
إلي بيسمعها في 2026 بييجي جنبي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
"بعد ماكبرنا عرفنا قيمتها الأغنية 
تحية طيبة من تونس 2026🎉",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
اللى بيسمعها 2027 يجى جنبى,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.002877
انا تهت مني 2026 😥😥😥,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
حد بيسمعهاا غيري 2026 💔☝🏽,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
حد بيسمعهاا 2026 ❤❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
دخلنا 2026 وللحين اسمعها🥺❤️‍🔥,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
من بغداد 2026 منو يسمع 😢,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
That's the end result of 20s century destruction of cartesianism,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
بقينا فى 2026 ولسه الأغنية دى مكسره الدنيا,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
مين سمعها 2026😢,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
جيت من المستقبل 2030 😊,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
انا سمعتها 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
ان ان 4/1/2026💔💔,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
اللي سمعها 3/1/2026 😢😢😢,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
"2026/1/2
07:10 
احلى اابو سعيد 🔥🔥💤",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
أنا بسمعها 2/1/2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
الأجواء توب 1/1/2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
اللي سمعها 2026يصف جنبي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:48.861612
مين سمعها 2026❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
مين سمعها 2026❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
"2026, أنا أعيش في 2019...  مابعرف كيف جرت السنين..!",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
بسمعها في اخر 2025,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
في سن أربعين سنين غربة و كفاح من أجل العائلة ومن أجل أحباب ظننا أنهم أحباب 4:28,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
منو سمعهه ب 2026يجي يمي يكعد,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
من 3:56 حتى 4:26 قصة تانية 💔,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
سنه 2026 ❤❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:49.648968
الساعة 9 😂❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:50.429325
جاي من ذا ڤويس من اجمل الاغاني الحقيقية التي لامست قلبي احساس عالي وكل كلمة تنطبق عليه ان شاء الله اكون بأحسن🙏حال بتاريخ 13.12.2025🫆,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:50.429325
"جاية من ذافويس وتأثرت بيها جدا اغنية فوق الوصف وبتوصف حالتي الآن 😔😞😢
10/12/2025",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:50.429325
من العراق ابداع واعيد سمعها بعد ذا فويس 2025,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:50.429325
جيجي في 2025,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:50.429325
في حدا يسمعها 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.251194
انا هنا في 2027😢,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.251194
2026صفن جبي الشغله مطوله🤣🤣🤣,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.251194
في حد هون 2026,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.251194
الي يسمعها في 2026 ويحس كلمات الاغنيه عليه يعمل لايك,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.942803
أنا أنا أنا أنا في 2026😂,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.942803
والختامة تأتي من عندي من 21لل25،، 11.. . 16,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.942803
لمبي 🇩🇿 2025,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.942803
"افكرفي انا عارفنى ياعبدالباسط ولي دخل معاك نسبه نجاح 
ترند 2026/2027❤❤",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.942803
"الي بيسمعها في 2026 يجي جنبي 
الله يهون علينا ويهدينا 🥹🥲",,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:51.942803
انا 2026😢😢😢😢😢🎉,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:54.159337
اييييه 2025 ولسه بتعطيك نفس الشعور,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:54.159337
انا هنا من 2018,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:55.588922
الي سمعها 2029 يجي جنبي 😂😂,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:55.588922
‏يا عم الحاج احنا في 2025 26 لسا هو فين بصراحة فلام الروعه في كمية حزن وبكاء❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:55.588922
Ana 2025 18/09 3id miladi,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:56.320066
الي سمعها 2026 يجي جنبي😂❤,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:56.320066
رجعوني بله با2033لا هنتو,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:57.703857
2025 في احد 😢,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:57.703857
دي اكتر حاجه بتتسمع في 2025,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:58.488527
لقيت نفسي كبرت فجاءه 24,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:58.488527
12/2/2025جورجيا تبليسي تحديداً مع حبيبي عبدالرحمن السكران,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:59.868604
اليوم 11 أغسطس 2025 اللي يقرأ تعليقي يرجعني 😭,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:06:59.868604
من العراق الي جاي يسمعهة ب2025يرد,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:07:01.237292
3:26 تحفة فنية,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:07:01.899029
الاغنيه جابت 20 مليون اما نشوف حبيب النبي هيجيب كام,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:07:01.899029
جويلية 25,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:07:03.211833
22جويلية  …….2025 🎉,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:07:03.848628
انا في 2030 جاي من بورن مين زيي,,,youtube_iyIzLGzFi-k,,false,2026-04-03T19:07:06.381968
Your explanation is underrated I did not expect it to be this good.,,,youtube_kLts8-ixQuI,,false,2026-04-03T19:07:08.614750
معليش يا القيصر تنزيل مش الفديو بعد غياب كثير 12m أنا عايز الفيديو يا القيصر,,,youtube_kLts8-ixQuI,,false,2026-04-03T19:07:09.474345
الحق يا قيصر لقيت واحد مقد قناتك بالظبت و شاري علامت صح و عليها3 مليون مشترك,,,youtube_kLts8-ixQuI,,false,2026-04-03T19:07:10.336059
Allahoma j3al kola modlimin fi ljana yarab amin😢😢😢😢😢❤❤,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:11.625228
مين إلى عم يشاهده فى 2025,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:11.625228
Alahoma sali wasalim wabarik 3ala saidina wa mawlana mohamade wa3ala Alihe wasahbihe ajma3ine salatane katiratane wataslimane katirane amine yarabe al3alamine,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:11.625228
https://youtube.com/shorts/ryUMKQ2Toqs?si=mNn-QG04Si-oU2Mq,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:12.513853
https://music.youtube.com/watch?v=XvMD0jNxeCc&lc=UgxK5Mqy849_FFY0IqF4AaABAg&si=fbdDmqWkCDnYbMci,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:13.496383
"(اِيْه العَمَل)
 اِيْه العَمَل يَا أَحْمَد يَوْم Sticker المشْهَد كُلُّ الأُمَم تشْهَد اِنَّكَ رَسُوْلَ
 الله Eih el a'mal ya ahmad yaum thal'ah masyhad kullul umam tashad Ennak Rasulollah (Apa yang harus kita lakukan hai Muhammad Pada saat datang Hari Persaksian Semua umat Bersaksi Engkau adalah Utusan Allah) 
مُحَمَّدُ زَّيّن وَاللّٰه زَيّْن لَهُ انشَق القَمَر نِصْفَيْن وَعُرْج لَيْلَةُ الاِثْنَيْن 
اِلَى الْحَضْرَة وَبَيْتَ اللّٰه Muhammad zen wallahu zen Lahunsyaq qomar nishfain wa'urj lailatul itsnain Ilalhadroti wa baitallah Muhammad Indah Allah indah Karenanya bulan Terbelah Menjadi dua Dia naik ke langit pada malam senin Ke haribaan dan rumah Allah
 مُحَمَّدُ اِبْنِ عَبْدِاللّٰه هُو مُحَمِّل كَلَام اللّٰه تَمَسَّكْ بِالْعُرْوَةِ الوُثْقٰى َاُجَاهِدْ فِي سَبِيْلِ الله 
Muhammad ibni Abdillah Huw muhammil kalamallah Tamasyak min urwatil wutsqa Ujaahif fii sabilillah Muhammad putra Abdullah Dia pembawa Kalam Allah Berpeganglah pada tali yang kuat Berjihadlah di jalan Allah 
اِيْه العَمَل يَا أَحْمَد يَوْم طَلْعَه المشْهَد كُلُّ الأُمَم تشْهَد اِنَّكَ رَسُوْلَ الله
 Ih el a'mal ya ahmad yaum thal'ah masyhad kullul umam tashad Ennak Rasulollah Apa yang harus kita lakukan hai Muhammad Pada saat datang Hari Persaksian Semua umat Bersaksi Engkau adalah Utusan Allah  
سَيْدِي مُحَمَّد قُلْ يَا رَبِّى سُؤَالِى اُمَّتِي بَعْدِي اُسَامِحْ 
كُلَّ الذَّنْبِ اُغَفَرْ الذُّنُوْبَ اللّٰه 
Syaidi Muhammad qul yaa Rabbi Su-ali ummati ba'di Usamih kulladz dzambi Ughafar dzunuballah Wahai tuanku, katakanlah ""wahai Tuhanku"" Bagaimana umatku setelah aku wafat Ampunilah segala dosa Allah Dzat yang mengampuni dosa-dosa",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:14.459174
https://youtu.be/XvMD0jNxeCc?si=YWcWkUTRyxT5bFF3🎉🎉❤❤,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:14.459174
ما شاء الله الله على اللي انت ما تعمله رسول الله ان قرانا رسول الله محمد يا نبيل وايه العمل يا احمد يوم طلعت المشهد ان شاء الله اصل احنا عروسه انا كل ما كل ما بعمل الاغنيه دي القران ده اللي عمل لاحمد راتب اعيط اعمل ايه ده لما لما بسمعها بعيط في 209 واو روعه من لا بمبورنقةنبمليتينةنبيهازبششهلت,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:14.459174
Allahoma sali wasalim 3alayka yarasolo llah,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:16.305969
"“Los hijo del Padre Abraham Pecaron y los hijos de Israel Pecaron”
“Fueron rebeldes. Dios Maldijo a Israel Malaquías 3:9. Israel es descendencia de Isaac y Árabes son de la descendencia de Ismael los hijos de del Padre Abraham, Judíos y Árabes son por parte su Padre Abraham Hermanos.
La Biblia dice que el que aborrece a su hermano peca, Israel no ama a sus Hermanos Árabes hijos de Ismael hijo Mayor de Abran. Dios envió a su hijo el Mesías a salvar a sus Ovejas perdidas de Israel ¿Por qué perdidas? porque se apartaron de Dios pecaron y Dios quería perdonar pero no quisieron no recibieron el Salvador, dice la Biblia que a los suyos vino no le recibieron, Jerusalén que matas a Profetas cuantas veces quise perdonarles y no quisisteis, al contrario me persiguieron me torturaron y lo mataron colgándolo en un Madero de tormento conforme dice la Ley de Israel, motivo por ver dicho la Verdad.
“Dice la Biblia como está escrito Salmo 14:1-3, y Romanos 3:10-19 dice como está escrito no hay Justo, ni aun uno; no hay quien entienda” Por esa causa el mundo está patas arriba, el diablo Distorsionando el pensamiento para que no se haga Justicia, al contrario causando angustia y cambiando el amor por el odio destruidor”. Eloy Contreras fue predestinado para estos postreros tiempos para Escudriñar las Escrituras de Dios, para decir la Verdad Absoluta. Lucas 12:2. “De Israel viene el bien y el Mal, el que mora en el Corazones de los Hombres infieles a Dios”.",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:16.305969
0:08 وانا اشهد ان لا اله الا الله و محمد رسول الله ❤❤❤❤❤,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:16.305969
عمري9سنوات,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:18.331039
"https://youtu.be/jGVFiCf9bm4?si=aat0aNt35dNhukpo
‏عليه",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:18.331039
Watch for 8th times.,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:18.331039
❤❤❤❤❤❤❤❤🎉🎉🎉🎉77🎉7🎉🎉🎉🎉🎉🎉😂76🎉🎉🎉yfrhg🎉🎉🎉🎉🎉🎉🎉🎉🎉😊😊😊😊😊😊😊 ‏‪1:16‬‏,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:20.230124
https://youtube.com/@quran.majeed.3?si=PmCAgRvX7R8Pp7UV,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:21.252308
"السلام عليكم، آتيتك من تيكتوك

Il y a 17 sRépondre

0",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:23.868399
{ لَا تَجْعَلُوا دُعَاءَ الرَّسُولِ بَيْنَكُمْ كَدُعَاءِ بَعْضِكُمْ بَعْضًا ۚ قَدْ يَعْلَمُ اللَّهُ الَّذِينَ يَتَسَلَّلُونَ مِنْكُمْ لِوَاذًا ۚ فَلْيَحْذَرِ الَّذِينَ يُخَالِفُونَ عَنْ أَمْرِهِ أَنْ تُصِيبَهُمْ فِتْنَةٌ أَوْ يُصِيبَهُمْ عَذَابٌ أَلِيمٌ }63 سورة النور,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:23.869400
https://youtube.com/shorts/3BUKVBuFPQo?feature=share,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:23.869400
"احمد مين ي ماما🙂🙂🙂🙂
ركزو معايا شويه في الانشوده دي هي بتقول"" ايه العمل ي احمد ""
وهذا لا يجوز شرعنا.. احمد مين  اللي بتنادي عليه مجرد كدا ي حجه 
اذا كان في القراءن ربنا كرم نبينا ولم يذكر بأسمه... وقال ( لا تَجْعَلُوا دُعَاء الرَّسُولِ بَيْنَكُمْ كَدُعَاء بَعْضِكُم بَعْضًا [ سورة النور: 63].)
كل الايات كانت إجلالًا وتعظيمًا له كما قال تعالى: (‌يَا ‌أَيُّهَا ‌النَّبِيُّ لِمَ تُحَرِّمُ مَا أَحَلَّ اللَّهُ لَكَ) و (يَا أَيُّهَا الرَّسُولُ بَلِّغْ)"" الخ...",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:24.797562
❤❤❤❤❤❤❤ alahoma sali 3ala saiyidina wa mawlana Mohammad 💯 wa 3ala alihi wa ashabihi ajma3in ya raba l3alamin 🎉🎉🎉🎉🎉🎉🎉,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:24.797562
https://youtu.be/zFxydUj7TxQ لايجوز الاناشيد الي بالطريقة دى اتقوا الله,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:25.712816
"https://youtu.be/05oQvXszd5I
😢😢😢😢😢😢😢",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:25.712816
https://youtu.be/05oQvXszd5I,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:25.712816
"Aol the way to the way to the way to the way to the way to the way to the end of a very large number of other analysts at the way to the way to the way to the way to ايه العمل يا احمد يوم طلعت المشهد قول للامم تشهد انك رسول
الله",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:26.572681
"أغنية المسك فاح الأصلية

https://youtu.be/VoQtSm9vFSI",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:28.015831
Subhanalloh from indonesia,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:28.015831
Subhanalloh,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:28.015831
اتق الله و احذف المقطع .. المقطع فيه مخالفات شرعية .. و التفاصيل هنا https://www.youtube.com/watch?v=05oQvXszd5I,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:30.010941
"لَّا تَجْعَلُوا دُعَاءَ الرَّسُولِ بَيْنَكُمْ كَدُعَاءِ بَعْضِكُم بَعْضًا ۚ قَدْ يَعْلَمُ اللَّهُ الَّذِينَ يَتَسَلَّلُونَ مِنكُمْ لِوَاذًا ۚ فَلْيَحْذَرِ الَّذِينَ يُخَالِفُونَ عَنْ أَمْرِهِ أَن تُصِيبَهُمْ فِتْنَةٌ أَوْ يُصِيبَهُمْ عَذَابٌ أَلِيمٌ (63)
قال الضحاك ، عن ابن عباس : كانوا يقولون : يا محمد ، يا أبا القاسم ، فنهاهم الله عز وجل ، عن ذلك ، إعظاما لنبيه ، صلوات الله وسلامه عليه قال : فقالوا : يا رسول الله ، يا نبي الله . وهكذا قال مجاهد ، وسعيد بن جبير",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:30.010941
https://youtu.be/05oQvXszd5I,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:30.010941
"https://youtu.be/05oQvXszd5I

ليتك تسمعي هذا أخيتي
أشعر فيك الأصل الطيب والنقاء فارجعي للفطرة السوية وأحب لك كما أحب لنفسي أن يستعملك الله في خدمة كتابه العظيم (وبين النساء والبنات فقط)",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:30.010941
"﴿لا تَجعَلوا دُعاءَ الرَّسولِ بَينَكُم كَدُعاءِ بَعضِكُم بَعضًا قَد يَعلَمُ اللَّهُ الَّذينَ يَتَسَلَّلونَ مِنكُم لِواذًا فَليَحذَرِ الَّذينَ يُخالِفونَ عَن أَمرِهِ أَن تُصيبَهُم فِتنَةٌ أَو يُصيبَهُم عَذابٌ أَليمٌ﴾ [النور: 63]
شَرِّفُوا - أيها المؤمنون - رسول الله، فإذا ناديتموه فلا تنادوه باسمه مثل: يا محمد، أو باسم أبيه مثل: يا ابن عبد الله، كما يفعل بعضكم مع بعض، ولكن قولوا: يا رسول الله، يا نبيّ الله، وإذا دعاكم لأمر عام فلا تجعلوا دعوته كدعوة بعضكم بعضًا في الأمور التافهة عادة، بل سارعوا إلى الاستجابة لها، فإن الله يعلم الذين ينصرفون منكم خفية دون إذن، فليحذر الذين يخالفون أمر رسول الله صلى الله عليه وسلم أن يصيبهم الله بمحنة وبلاء، أو يصيبهم بعذاب موجع لا صبر لهم عليه.
- المختصر",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:30.010941
"هذه الأغنية تسيئ للنبي الكريم ﷺ 
لأن : 
1 - هي تخالف القرآن الكريم بذكر سيد الخلق سيدنا محمد ﷺ حيث تقول: "" ايه العمل يا احمد "" 
من هو أحمد هل هو صديقه في الشارع؟؟
 القرآن الكريم لم يخاطب اسم النبي ﷺ المجرد وفي كل القرآن يقول يا أيها النبي يا أيها الرسول ، 
قال تعالى ( لاتجعلو دعاء الرسول بينكم كدعاء بعضكم بعضا ) 
سورة النور آية ٦٣.

2- ما تحتويه من الموسيقى والطرب والمعازف وخصوصاً وانها من المفترض أن تكون مديح للنبي !!!",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:30.865638
"نصيحة لكي اختي هاد لا يجوز 
قال الله تعالى 

لَّا تَجْعَلُوا دُعَاءَ الرَّسُولِ بَيْنَكُمْ كَدُعَاءِ بَعْضِكُم بَعْضًا ۚ قَدْ يَعْلَمُ اللَّهُ الَّذِينَ يَتَسَلَّلُونَ مِنكُمْ لِوَاذًا ۚ فَلْيَحْذَرِ الَّذِينَ يُخَالِفُونَ عَنْ أَمْرِهِ أَن تُصِيبَهُمْ فِتْنَةٌ أَوْ يُصِيبَهُمْ عَذَابٌ أَلِيمٌ (63)",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:31.796860
أنا بحبك جداا لان بحب هذهي الأغنية بحبه جداا❤❤❤❤ 3:24,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:31.796860
https://youtu.be/HRWHW5_C61I,,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:31.796860
"هذه الأنشودة تخالف القرآن الكريم
 لَّا تَجْعَلُوا دُعَاءَ الرَّسُولِ بَيْنَكُمْ كَدُعَاءِ بَعْضِكُم بَعْضًا ۚ..) النور 63",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:31.796860
لَّا تَجْعَلُوا دُعَاءَ الرَّسُولِ بَيْنَكُمْ كَدُعَاءِ بَعْضِكُم بَعْضًا ۚ قَدْ يَعْلَمُ اللَّهُ الَّذِينَ يَتَسَلَّلُونَ مِنكُمْ لِوَاذًا ۚ فَلْيَحْذَرِ الَّذِينَ يُخَالِفُونَ عَنْ أَمْرِهِ أَن تُصِيبَهُمْ فِتْنَةٌ أَوْ يُصِيبَهُمْ عَذَابٌ أَلِيمٌ (63),,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:31.796860
"(لَّا تَجْعَلُوا دُعَاءَ الرَّسُولِ بَيْنَكُمْ كَدُعَاءِ بَعْضِكُم بَعْضًا ۚ)  النور-64
لا يصح ولا يليق للمسلم مخاطبة النبي عليه الصلاة والسلام كما لو كنت تخاطب أصحابك بلفظة يا احمد، وإنما بالتعظيم والتوقير الذي يليق بنبيانا الكريم: يا رسول الله ، يا نبي الله....فأرجو الإنتباه رعاكم الله",,,youtube_XvMD0jNxeCc,,false,2026-04-03T19:07:32.702386
